4 	346.25 	130.1875 	357.5 	335.0
9 	312.944444444 	398.274691358 	293.333333333 	332.555555556
11 	340.0 	242.0 	355.181818182 	324.818181818
18 	334.388888889 	767.015432099 	361.555555556 	307.222222222
7 	315.714285714 	537.346938776 	338.714285714 	292.714285714
5 	325.8 	1641.96 	366.2 	285.4
6 	317.25 	1213.1875 	352.0 	282.5
115 	291.326086957 	292.115406427 	289.443478261 	293.208695652
5 	257.9 	70.49 	265.8 	250.0
12 	216.666666667 	7095.05555556 	300.833333333 	132.5
4 	366.0 	963.5 	397.0 	335.0
7 	393.142857143 	3507.55102041 	452.285714286 	334.0
7 	243.642857143 	8016.80102041 	154.142857143 	333.142857143
10 	296.3 	1317.21 	260.1 	332.5
19 	400.368421053 	4669.4432133 	468.578947368 	332.157894737
10 	373.3 	1731.61 	414.8 	331.8
16 	288.1875 	1638.40234375 	248.0 	328.375
4 	279.0 	1300.0 	243.0 	315.0
10 	392.05 	6021.9475 	469.6 	314.5
34 	356.764705882 	1112.50346021 	389.294117647 	324.235294118
4 	233.5 	5856.25 	157.0 	310.0
20 	347.15 	1258.6275 	382.4 	311.9
68 	267.227941176 	2443.16127811 	218.838235294 	315.617647059
10 	245.15 	2185.5275 	198.6 	291.7
4 	354.0 	4360.0 	420.0 	288.0
4 	335.0 	3029.0 	390.0 	280.0
4 	235.5 	9905.25 	136.0 	335.0
4 	379.75 	2050.6875 	425.0 	334.5
4 	373.75 	1668.1875 	414.5 	333.0
40 	400.2375 	5424.85609375 	473.575 	326.9
33 	358.560606061 	1091.21602388 	390.909090909 	326.212121212
4 	394.75 	7103.1875 	479.0 	310.5
17 	347.941176471 	1182.93771626 	382.176470588 	313.705882353
4 	350.25 	1919.1875 	394.0 	306.5
46 	385.5 	4960.35869565 	455.369565217 	315.630434783
6 	373.416666667 	5400.57638889 	446.833333333 	300.0
4 	208.5 	7660.25 	121.0 	296.0
7 	377.642857143 	6790.51530612 	460.0 	295.285714286
55 	278.472727273 	1325.15834711 	243.981818182 	312.963636364
56 	235.758928571 	5944.86152742 	159.392857143 	312.125
20 	343.875 	2261.659375 	391.1 	296.65
4 	227.5 	3609.25 	167.5 	287.5
11 	351.045454545 	4920.95247934 	421.090909091 	281.0
6 	360.25 	7020.1875 	444.0 	276.5
4 	220.5 	2929.25 	166.5 	274.5
95 	255.289473684 	2508.45831025 	208.905263158 	301.673684211
4 	217.5 	2260.25 	170.0 	265.0
17 	331.117647059 	4377.75086505 	397.176470588 	265.058823529
4 	238.75 	57.6875 	231.5 	246.0
4 	400.0 	4227.5 	465.0 	335.0
4 	381.0 	2121.0 	427.0 	335.0
4 	365.75 	979.6875 	397.0 	334.5
4 	385.5 	3090.25 	441.0 	330.0
12 	390.0 	3533.08333333 	449.333333333 	330.666666667
6 	404.5 	6333.58333333 	484.0 	325.0
24 	358.083333333 	844.243055556 	386.666666667 	329.5
26 	240.384615385 	6954.73668639 	157.269230769 	323.5
25 	233.6 	8431.4 	141.92 	325.28
4 	225.75 	8153.1875 	135.5 	316.0
4 	387.5 	6168.75 	466.0 	309.0
6 	232.0 	5936.33333333 	155.0 	309.0
33 	380.939393939 	4946.29935721 	451.090909091 	310.787878788
4 	210.0 	8285.0 	119.0 	301.0
4 	226.0 	5556.5 	151.5 	300.5
4 	371.0 	5188.0 	443.0 	299.0
25 	350.52 	1802.8496 	392.64 	308.4
53 	279.575471698 	1434.45185119 	244.245283019 	314.905660377
4 	379.75 	8423.1875 	471.5 	288.0
7 	338.5 	2822.25 	391.571428571 	285.428571429
4 	211.75 	5225.1875 	139.5 	284.0
26 	372.480769231 	7444.78809172 	458.615384615 	286.346153846
4 	361.0 	6567.5 	442.0 	280.0
19 	342.868421053 	3648.4300554 	403.105263158 	282.631578947
57 	225.938596491 	4258.56640505 	161.298245614 	290.578947368
5 	345.8 	5046.36 	416.8 	274.8
4 	219.5 	2866.25 	166.0 	273.0
121 	256.438016529 	2363.36186053 	210.867768595 	302.008264463
6 	221.75 	2333.6875 	173.5 	270.0
4 	369.25 	10256.6875 	470.5 	268.0
4 	210.5 	2456.75 	161.0 	260.0
16 	331.40625 	4554.11621094 	398.75 	264.0625
14 	234.928571429 	15.0663265306 	233.357142857 	236.5
4 	225.0 	12105.0 	115.0 	335.0
6 	395.25 	3860.85416667 	457.333333333 	333.166666667
4 	356.0 	580.0 	380.0 	332.0
10 	246.45 	7538.1475 	159.7 	333.2
10 	235.55 	8555.7475 	143.1 	328.0
4 	386.0 	3725.0 	447.0 	325.0
4 	358.75 	1178.1875 	393.0 	324.5
10 	242.8 	6440.36 	162.6 	323.0
12 	231.291666667 	7272.62326389 	146.083333333 	316.5
6 	215.583333333 	9209.07638889 	119.666666667 	311.5
25 	231.54 	5595.9684 	156.88 	306.2
14 	221.785714286 	7080.95408163 	137.714285714 	305.857142857
5 	383.3 	7214.61 	468.2 	298.4
13 	347.423076923 	2078.24408284 	392.846153846 	302.0
5 	233.1 	4064.29 	169.4 	296.8
30 	376.416666667 	5010.50972222 	446.9 	305.933333333
4 	228.25 	4527.6875 	161.0 	295.5
4 	373.0 	6093.0 	451.0 	295.0
73 	278.739726027 	1589.28842184 	240.835616438 	316.643835616
4 	215.25 	5297.6875 	142.5 	288.0
4 	339.75 	2685.6875 	391.5 	288.0
11 	346.863636364 	3565.66322314 	406.454545455 	287.272727273
4 	337.0 	3140.0 	393.0 	281.0
4 	219.5 	3786.25 	158.0 	281.0
22 	371.090909091 	8272.62809917 	461.954545455 	280.227272727
6 	340.0 	4102.0 	404.0 	276.0
11 	346.090909091 	5472.62809917 	420.0 	272.181818182
109 	249.178899083 	2360.19276576 	203.532110092 	294.825688073
7 	358.071428571 	8250.20918367 	448.857142857 	267.285714286
10 	332.3 	4457.71 	399.0 	265.6
5 	341.0 	6437.4 	421.2 	260.8
4 	329.25 	5518.1875 	403.5 	255.0
51 	218.509803922 	2685.05382545 	167.588235294 	269.431372549
8 	255.75 	27.5625 	260.5 	251.0
13 	240.807692308 	18.3860946746 	238.846153846 	242.769230769
13 	230.153846154 	20.2840236686 	228.307692308 	232.0
4 	246.5 	7837.25 	158.0 	335.0
4 	356.5 	488.25 	378.5 	334.5
4 	391.5 	3310.25 	449.0 	334.0
4 	248.5 	6810.25 	166.0 	331.0
7 	223.714285714 	11274.7755102 	117.571428571 	329.857142857
4 	354.0 	733.0 	381.0 	327.0
4 	351.0 	904.0 	381.0 	321.0
10 	384.85 	4787.6275 	454.0 	315.7
16 	240.1875 	6019.71484375 	162.6875 	317.6875
17 	232.264705882 	7618.90051903 	145.117647059 	319.411764706
4 	350.25 	1468.1875 	388.5 	312.0
14 	217.035714286 	9636.17729592 	118.928571429 	315.142857143
4 	258.5 	2554.25 	208.0 	309.0
4 	348.5 	2076.75 	394.0 	303.0
12 	221.375 	7091.984375 	137.25 	305.5
4 	233.25 	4005.6875 	170.0 	296.5
16 	372.40625 	5734.55371094 	447.9375 	296.875
